systemTimeStamp,timeStartup,timeGps,timeSyncIn,timeGpsPps,utcYear,utcMonth,utcDay,utcHour,utcMinute,utcSecond,utcFracsec,imuStatus,temperature,pressure,magX,magY,magZ,accelX,accelY,accelZ,gps1UtcYear,gps1UtcMonth,gps1UtcDay,gps1UtcHour,gps1UtcMinute,gps1UtcSecond,gps1UtcFracsec,gnss1NumSats,gnss1Fix,gnss1PosLat,gnss1PosLon,gnss1PosAlt,gnss1PosEcefX,gnss1PosEcefY,gnss1PosEcefY,gnss1PosUncertaintyN,gnss1PosUncertaintyE,gnss1PosUncertaintyD,yaw,pitch,roll,quatX,quatY,quatZ,quatW,insStatus,lat,lon,alt,posEcefX,posEcefY,posEcefZ,posU
3435550024228,3441376257000,1422735111475131136,3441376257000,475139000,25,2,4,20,11,33,475,0,23.309998,101.712006,0.156222,0.549403,-0.065326,6.450092,0.026938,7.358167,25,2,4,20,11,33,399,9,3,32.866369,-117.254146,-36.870000,-2455694.185111,-4767177.493445,3441499.923076,13.868933,37.078522,43.824390,73.992966,41.220669,-179.864182,0.747805,0.562917,-0.281808,0.210942,133,32.866362,-117.254134,-37.057446,-2455693.382940,-4767178.281376,3441499.325724,4.690519
3435575332228,3441401257000,1422735111500131072,3441401257000,500139000,25,2,4,20,11,33,500,16,23.330000,101.716003,0.156468,0.551577,-0.064415,6.462134,0.044690,7.341013,25,2,4,20,11,33,399,9,3,32.866369,-117.254146,-36.870000,-2455694.185111,-4767177.493445,3441499.923076,13.868933,37.078522,43.824390,73.992081,41.220314,-179.864685,0.747809,0.562913,-0.281805,0.210941,32901,32.866362,-117.254134,-37.056810,-2455693.380409,-4767178.283757,3441499.325414,4.694293
3435600638636,3441426257000,1422735111525131008,3441426257000,525139000,25,2,4,20,11,33,525,16,23.330000,101.716003,0.155298,0.550363,-0.063918,6.455229,0.008855,7.375067,25,2,4,20,11,33,399,9,3,32.866369,-117.254146,-36.870000,-2455694.185111,-4767177.493445,3441499.923076,13.868933,37.078522,43.824390,73.992676,41.220436,-179.862732,0.747809,0.562912,-0.281815,0.210931,32901,32.866362,-117.254134,-37.056219,-2455693.377924,-4767178.286079,3441499.325070,4.698076
3435625947914,3441451257000,1422735111550131200,3441451257000,550139000,25,2,4,20,11,33,550,16,23.314999,101.725006,0.157143,0.549665,-0.064143,6.436449,-0.008812,7.371503,25,2,4,20,11,33,399,9,3,32.866369,-117.254146,-36.870000,-2455694.185111,-4767177.493445,3441499.923076,13.868933,37.078522,43.824390,73.990715,41.222237,-179.864838,0.747811,0.562901,-0.281820,0.210948,133,32.866362,-117.254134,-37.055629,-2455693.375391,-4767178.288418,3441499.324733,4.701867
3435650209969,3441476257000,1422735111575131136,3441476257000,575139000,25,2,4,20,11,33,575,0,23.324999,101.725006,0.156222,0.550133,-0.064152,6.439387,0.014230,7.356280,25,2,4,20,11,33,399,9,3,32.866369,-117.254146,-36.870000,-2455694.185111,-4767177.493445,3441499.923076,13.868933,37.078522,43.824390,73.989960,41.221378,-179.865845,0.747815,0.562900,-0.281810,0.210949,133,32.866362,-117.254134,-37.055049,-2455693.372837,-4767178.290737,3441499.324421,4.705665
3435676578784,3441501257000,1422735111600131072,3441501257000,600139000,25,2,4,20,11,33,600,16,23.320002,101.716003,0.155071,0.550110,-0.065101,6.456829,0.020648,7.370821,25,2,4,20,11,33,399,9,3,32.866369,-117.254146,-36.870000,-2455694.185111,-4767177.493445,3441499.923076,13.868933,37.078522,43.824390,73.990067,41.220509,-179.865021,0.747818,0.562901,-0.281809,0.210939,32901,32.866362,-117.254134,-37.054432,-2455693.370365,-4767178.293114,3441499.324040,4.709472
3435699784265,3441526257000,1422735111625131008,3441526257000,625139000,25,2,4,20,11,33,625,16,23.330000,101.729004,0.155087,0.552278,-0.064427,6.463602,0.007988,7.397268,25,2,4,20,11,33,399,9,3,32.866369,-117.254146,-36.870000,-2455694.185111,-4767177.493445,3441499.923076,13.868933,37.078522,43.824390,73.990280,41.221989,-179.865402,0.747813,0.562900,-0.281816,0.210950,32901,32.866362,-117.254134,-37.053847,-2455693.367793,-4767178.295431,3441499.323752,4.713286
3435726145543,3441551256000,1422735111650129920,3441551256000,650138000,25,2,4,20,11,33,650,16,23.325001,101.729004,0.156222,0.550135,-0.063914,6.440492,0.009695,7.381054,25,2,4,20,11,33,599,9,3,32.866369,-117.254145,-36.910000,-2455694.125111,-4767177.493445,3441499.893076,13.884095,37.162910,43.931511,73.989250,41.223087,-179.866592,0.747813,0.562894,-0.281819,0.210960,32901,32.866362,-117.254134,-37.053285,-2455693.365333,-4767178.297735,3441499.323362,4.716345
3435750397210,3441576257000,1422735111675131136,3441576257000,675139000,25,2,4,20,11,33,675,0,23.314999,101.729004,0.156000,0.550361,-0.065343,6.445556,0.016183,7.364562,25,2,4,20,11,33,599,9,3,32.866369,-117.254145,-36.910000,-2455694.125111,-4767177.493445,3441499.893076,13.884095,37.162910,43.931511,73.986076,41.223320,-179.869247,0.747823,0.562880,-0.281813,0.210971,133,32.866363,-117.254135,-37.043048,-2455693.430682,-4767178.260850,3441499.346660,4.693303
3435775701228,3441601257000,1422735111700131072,3441601257000,700139000,25,2,4,20,11,33,700,16,23.330000,101.716003,0.155996,0.550855,-0.063689,6.469321,0.020983,7.387774,25,2,4,20,11,33,599,9,3,32.866369,-117.254145,-36.910000,-2455694.125111,-4767177.493445,3441499.893076,13.884095,37.162910,43.931511,73.985588,41.223553,-179.869720,0.747824,0.562877,-0.281814,0.210974,133,32.866363,-117.254135,-37.042492,-2455693.428392,-4767178.262964,3441499.346398,4.697021
