systemTimeStamp,timeStartup,timeGps,timeSyncIn,timeGpsPps,utcYear,utcMonth,utcDay,utcHour,utcMinute,utcSecond,utcFracsec,gps1UtcYear,gps1UtcMonth,gps1UtcDay,gps1UtcHour,gps1UtcMinute,gps1UtcSecond,gps1UtcFracsec,gnss1NumSats,gnss1Fix,gnss1PosLat,gnss1PosLon,gnss1PosAlt,gnss1PosEcefX,gnss1PosEcefY,gnss1PosEcefY,gnss1PosUncertaintyN,gnss1PosUncertaintyE,gnss1PosUncertaintyD,yaw,pitch,roll,quatX,quatY,quatZ,quatW,insStatus,lat,lon,alt,posEcefX,posEcefY,posEcefZ,posU
779250308217,785076257000,1422575161654340352,785076257000,654349000,25,2,2,23,45,43,655,25,2,2,23,45,43,600,6,3,32.865938,-117.254198,-24.892000,-2455715.025110,-4767207.213445,3441466.333077,12.486683,13.323666,23.667048,-57.336742,-0.372961,-2.548144,-0.021070,0.007812,-0.479682,0.877155,30853,32.865931,-117.254203,-29.738911,-2455713.796788,-4767203.875520,3441463.126638,3.611768
779275171773,785101257000,1422575161679340288,785101257000,679349000,25,2,2,23,45,43,680,25,2,2,23,45,43,600,6,3,32.865938,-117.254198,-24.892000,-2455715.025110,-4767207.213445,3441466.333077,12.486683,13.323666,23.667048,-57.342373,-0.380925,-2.543322,-0.021066,0.007732,-0.479726,0.877131,39045,32.865931,-117.254203,-29.765663,-2455713.790793,-4767203.856427,3441463.107862,3.613793
779300522828,785126257000,1422575161704340224,785126257000,704349000,25,2,2,23,45,43,705,25,2,2,23,45,43,600,6,3,32.865938,-117.254198,-24.892000,-2455715.025110,-4767207.213445,3441466.333077,12.486683,13.323666,23.667048,-57.349476,-0.394721,-2.532993,-0.021044,0.007584,-0.479783,0.877102,39045,32.865931,-117.254203,-29.792491,-2455713.784791,-4767203.837271,3441463.089036,3.615494
779326226310,785151257000,1422575161729340416,785151257000,729349000,25,2,2,23,45,43,730,25,2,2,23,45,43,600,6,3,32.865938,-117.254198,-24.892000,-2455715.025110,-4767207.213445,3441466.333077,12.486683,13.323666,23.667048,-57.357521,-0.406451,-2.525558,-0.021036,0.007465,-0.479847,0.877068,133,32.865931,-117.254203,-29.819357,-2455713.778791,-4767203.818089,3441463.070175,3.617208
779349721087,785176257000,1422575161754340096,785176257000,754349000,25,2,2,23,45,43,755,25,2,2,23,45,43,600,6,3,32.865938,-117.254198,-24.892000,-2455715.025110,-4767207.213445,3441466.333077,12.486683,13.323666,23.667048,-57.366844,-0.420972,-2.516734,-0.021029,0.007318,-0.479921,0.877029,133,32.865931,-117.254203,-29.846313,-2455713.772737,-4767203.798832,3441463.051291,3.618934
779375749884,785201257000,1422575161779340288,785201257000,779349000,25,2,2,23,45,43,780,25,2,2,23,45,43,600,6,3,32.865938,-117.254198,-24.892000,-2455715.025110,-4767207.213445,3441466.333077,12.486683,13.323666,23.667048,-57.376980,-0.431024,-2.510407,-0.021022,0.007217,-0.480001,0.876986,32901,32.865931,-117.254203,-29.873344,-2455713.766755,-4767203.779506,3441463.032313,3.620325
779400472976,785226256000,1422575161804339200,785226256000,804348000,25,2,2,23,45,43,805,25,2,2,23,45,43,600,6,3,32.865938,-117.254198,-24.892000,-2455715.025110,-4767207.213445,3441466.333077,12.486683,13.323666,23.667048,-57.388222,-0.444562,-2.503103,-0.021022,0.007085,-0.480090,0.876939,32901,32.865931,-117.254203,-29.900333,-2455713.760683,-4767203.760245,3441463.013385,3.622426
779426314680,785251257000,1422575161829340160,785251257000,829349000,25,2,2,23,45,43,830,25,2,2,23,45,43,600,6,3,32.865938,-117.254198,-24.892000,-2455715.025110,-4767207.213445,3441466.333077,12.486683,13.323666,23.667048,-57.401917,-0.450815,-2.500514,-0.021027,0.007028,-0.480195,0.876881,133,32.865931,-117.254203,-29.927362,-2455713.754634,-4767203.740947,3441462.994417,3.624192
779450380772,785276257000,1422575161854340352,785276257000,854349000,25,2,2,23,45,43,855,25,2,2,23,45,43,800,6,3,32.865938,-117.254198,-24.956000,-2455715.005110,-4767207.153445,3441466.313077,12.535757,13.330619,23.673218,-57.412960,-0.454994,-2.499766,-0.021038,0.006995,-0.480281,0.876835,133,32.865931,-117.254203,-29.776726,-2455713.805178,-4767203.866213,3441463.063814,3.601493
779476077309,785301257000,1422575161879340288,785301257000,879349000,25,2,2,23,45,43,880,25,2,2,23,45,43,800,6,3,32.865938,-117.254198,-24.956000,-2455715.005110,-4767207.153445,3441466.313077,12.535757,13.330619,23.673218,-57.425243,-0.457422,-2.501583,-0.021062,0.006987,-0.480375,0.876783,32901,32.865931,-117.254203,-29.803330,-2455713.799244,-4767203.847380,3441463.044910,3.603542
779500778013,785326257000,1422575161904340224,785326257000,904349000,25,2,2,23,45,43,905,25,2,2,23,45,43,800,6,3,32.865938,-117.254198,-24.956000,-2455715.005110,-4767207.153445,3441466.313077,12.535757,13.330619,23.673218,-57.439182,-0.461592,-2.501620,-0.021079,0.006958,-0.480482,0.876724,32901,32.865931,-117.254203,-29.830135,-2455713.793345,-4767203.828339,3441463.025896,3.605263
779525765291,785351257000,1422575161929340416,785351257000,929349000,25,2,2,23,45,43,930,25,2,2,23,45,43,800,6,3,32.865938,-117.254198,-24.956000,-2455715.005110,-4767207.153445,3441466.313077,12.535757,13.330619,23.673218,-57.451595,-0.470441,-2.497725,-0.021085,0.006876,-0.480579,0.876671,133,32.865931,-117.254203,-29.856986,-2455713.787420,-4767203.809281,3441463.006838,3.606997
779550598365,785376257000,1422575161954340096,785376257000,954349000,25,2,2,23,45,43,955,25,2,2,23,45,43,800,6,3,32.865938,-117.254198,-24.956000,-2455715.005110,-4767207.153445,3441466.313077,12.535757,13.330619,23.673218,-57.458546,-0.474302,-2.495981,-0.021088,0.006840,-0.480633,0.876642,133,32.865931,-117.254203,-29.883837,-2455713.781470,-4767203.790183,3441462.987856,3.608743
779576463346,785401257000,1422575161979340288,785401257000,979349000,25,2,2,23,45,43,980,25,2,2,23,45,43,800,6,3,32.865938,-117.254198,-24.956000,-2455715.005110,-4767207.153445,3441466.313077,12.535757,13.330619,23.673218,-57.460670,-0.473283,-2.497611,-0.021096,0.006855,-0.480649,0.876633,32901,32.865931,-117.254203,-29.910876,-2455713.775511,-4767203.770988,3441462.968664,3.610503
779601540272,785426256000,1422575162004339200,785426256000,4350000,25,2,2,23,45,44,5,25,2,2,23,45,43,800,6,3,32.865938,-117.254198,-24.956000,-2455715.005110,-4767207.153445,3441466.313077,12.535757,13.330619,23.673218,-57.460007,-0.463452,-2.505420,-0.021114,0.006963,-0.480642,0.876635,32901,32.865930,-117.254203,-29.937880,-2455713.769636,-4767203.751761,3441462.949523,3.612275
779626486513,785451257000,1422575162029340160,785451257000,29351000,25,2,2,23,45,44,30,25,2,2,23,45,43,800,6,3,32.865938,-117.254198,-24.956000,-2455715.005110,-4767207.153445,3441466.313077,12.535757,13.330619,23.673218,-57.459839,-0.459914,-2.508881,-0.021126,0.007005,-0.480639,0.876636,133,32.865930,-117.254203,-29.964939,-2455713.763704,-4767203.732518,3441462.930344,3.614061
779650878976,785476257000,1422575162054342144,785476257000,54351000,25,2,2,23,45,44,55,25,2,2,23,45,44,0,6,3,32.865939,-117.254198,-25.009000,-2455714.965110,-4767207.103445,3441466.313077,12.584188,13.337377,23.679567,-57.458744,-0.461434,-2.507080,-0.021119,0.006985,-0.480631,0.876641,133,32.865930,-117.254202,-29.723909,-2455713.799346,-4767203.957823,3441463.039223,3.588742
779675541957,785501257000,1422575162079342080,785501257000,79351000,25,2,2,23,45,44,80,25,2,2,23,45,44,0,6,3,32.865939,-117.254198,-25.009000,-2455714.965110,-4767207.103445,3441466.313077,12.584188,13.337377,23.679567,-57.458302,-0.459520,-2.508482,-0.021121,0.007006,-0.480628,0.876642,32901,32.865930,-117.254202,-29.749959,-2455713.793417,-4767203.939804,3441463.020216,3.590768
779700860902,785526256000,1422575162104341248,785526256000,104350000,25,2,2,23,45,44,105,25,2,2,23,45,44,0,6,3,32.865939,-117.254198,-25.009000,-2455714.965110,-4767207.103445,3441466.313077,12.584188,13.337377,23.679567,-57.457359,-0.456681,-2.510218,-0.021123,0.007034,-0.480620,0.876646,32901,32.865930,-117.254202,-29.776392,-2455713.787268,-4767203.921457,3441463.001110,3.592470
779725667402,785551257000,1422575162129341952,785551257000,129351000,25,2,2,23,45,44,130,25,2,2,23,45,44,0,6,3,32.865939,-117.254198,-25.009000,-2455714.965110,-4767207.103445,3441466.313077,12.584188,13.337377,23.679567,-57.457359,-0.454125,-2.511439,-0.021121,0.007059,-0.480619,0.876646,133,32.865930,-117.254203,-29.802832,-2455713.781149,-4767203.903111,3441462.981969,3.594183
779750955235,785576259000,1422575162154344192,785576259000,154353000,25,2,2,23,45,44,155,25,2,2,23,45,44,0,6,3,32.865939,-117.254198,-25.009000,-2455714.965110,-4767207.103445,3441466.313077,12.584188,13.337377,23.679567,-57.457111,-0.457151,-2.509183,-0.021117,0.007027,-0.480618,0.876648,133,32.865930,-117.254203,-29.829312,-2455713.775029,-4767203.884720,3441462.962817,3.595909
779776339402,785601257000,1422575162179342336,785601257000,179351000,25,2,2,23,45,44,180,25,2,2,23,45,44,0,6,3,32.865939,-117.254198,-25.009000,-2455714.965110,-4767207.103445,3441466.313077,12.584188,13.337377,23.679567,-57.456909,-0.457242,-2.508965,-0.021116,0.007025,-0.480617,0.876648,133,32.865930,-117.254203,-29.855849,-2455713.768930,-4767203.866282,3441462.943609,3.597648
779801839587,785626257000,1422575162204342016,785626257000,204351000,25,2,2,23,45,44,205,25,2,2,23,45,44,0,6,3,32.865939,-117.254198,-25.009000,-2455714.965110,-4767207.103445,3441466.313077,12.584188,13.337377,23.679567,-57.455666,-0.449800,-2.514493,-0.021127,0.007105,-0.480606,0.876653,32901,32.865930,-117.254203,-29.882446,-2455713.762838,-4767203.847785,3441462.924368,3.599400
779826214198,785651257000,1422575162229342208,785651257000,229351000,25,2,2,23,45,44,230,25,2,2,23,45,44,0,6,3,32.865939,-117.254198,-25.009000,-2455714.965110,-4767207.103445,3441466.313077,12.584188,13.337377,23.679567,-57.454277,-0.438815,-2.522480,-0.021142,0.007222,-0.480593,0.876659,32901,32.865930,-117.254203,-29.909098,-2455713.756723,-4767203.829250,3441462.905092,3.601163
779850643383,785676257000,1422575162254342144,785676257000,254351000,25,2,2,23,45,44,255,25,2,2,23,45,44,200,7,3,32.865939,-117.254198,-25.030000,-2455714.935110,-4767207.083445,3441466.313077,12.631142,13.344585,23.687061,-57.453812,-0.430720,-2.528003,-0.021150,0.007307,-0.480588,0.876661,133,32.865930,-117.254203,-29.735684,-2455713.810773,-4767203.964316,3441463.000492,3.578331
779880584513,785701257000,1422575162279342080,785701257000,279351000,25,2,2,23,45,44,280,25,2,2,23,45,44,200,7,3,32.865939,-117.254198,-25.030000,-2455714.935110,-4767207.083445,3441466.313077,12.631142,13.344585,23.687061,-57.454128,-0.432339,-2.527133,-0.021150,0.007291,-0.480590,0.876660,133,32.865930,-117.254203,-29.761581,-2455713.804859,-4767203.946460,3441462.981532,3.580370
779900911550,785726256000,1422575162304340992,785726256000,304350000,25,2,2,23,45,44,305,25,2,2,23,45,44,200,7,3,32.865939,-117.254198,-25.030000,-2455714.935110,-4767207.083445,3441466.313077,12.631142,13.344585,23.687061,-57.454018,-0.434338,-2.525807,-0.021149,0.007270,-0.480590,0.876660,32901,32.865930,-117.254203,-29.787828,-2455713.798790,-4767203.928320,3441462.962427,3.582083
779926205383,785751257000,1422575162329342208,785751257000,329351000,25,2,2,23,45,44,330,25,2,2,23,45,44,200,7,3,32.865939,-117.254198,-25.030000,-2455714.935110,-4767207.083445,3441466.313077,12.631142,13.344585,23.687061,-57.453213,-0.433649,-2.527815,-0.021161,0.007284,-0.480584,0.876663,32901,32.865930,-117.254203,-29.814093,-2455713.792776,-4767203.910162,3441462.943276,3.583808
779950783142,785776256000,1422575162354341376,785776256000,354350000,25,2,2,23,45,44,355,25,2,2,23,45,44,200,7,3,32.865939,-117.254198,-25.030000,-2455714.935110,-4767207.083445,3441466.313077,12.631142,13.344585,23.687061,-57.452541,-0.426422,-2.533006,-0.021171,0.007361,-0.480577,0.876666,133,32.865930,-117.254203,-29.840423,-2455713.786746,-4767203.891961,3441462.924075,3.585546
779975570920,785801257000,1422575162379342080,785801257000,379351000,25,2,2,23,45,44,380,25,2,2,23,45,44,200,7,3,32.865939,-117.254198,-25.030000,-2455714.935110,-4767207.083445,3441466.313077,12.631142,13.344585,23.687061,-57.451729,-0.421518,-2.536545,-0.021177,0.007413,-0.480570,0.876669,133,32.865930,-117.254203,-29.866781,-2455713.780742,-4767203.873713,3441462.904867,3.587295
780001195661,785826257000,1422575162404342272,785826257000,404351000,25,2,2,23,45,44,405,25,2,2,23,45,44,200,7,3,32.865939,-117.254198,-25.030000,-2455714.935110,-4767207.083445,3441466.313077,12.631142,13.344585,23.687061,-57.451019,-0.418330,-2.538427,-0.021178,0.007445,-0.480564,0.876672,32901,32.865930,-117.254203,-29.893211,-2455713.774692,-4767203.855455,3441462.885574,3.589057
780026604902,785851257000,1422575162429342208,785851257000,429351000,25,2,2,23,45,44,430,25,2,2,23,45,44,200,7,3,32.865939,-117.254198,-25.030000,-2455714.935110,-4767207.083445,3441466.313077,12.631142,13.344585,23.687061,-57.450882,-0.414789,-2.540586,-0.021180,0.007481,-0.480562,0.876673,32901,32.865929,-117.254203,-29.919676,-2455713.768648,-4767203.837162,3441462.866262,3.590832
780050872846,785876257000,1422575162454342144,785876257000,454351000,25,2,2,23,45,44,455,25,2,2,23,45,44,400,7,3,32.865939,-117.254198,-25.096000,-2455714.895110,-4767207.013445,3441466.323077,12.675558,13.352117,23.692467,-57.451847,-0.415129,-2.541483,-0.021188,0.007483,-0.480569,0.876669,133,32.865930,-117.254203,-29.745607,-2455713.827924,-4767203.967791,3441462.965268,3.568293
780075446920,785901257000,1422575162479342336,785901257000,479351000,25,2,2,23,45,44,480,25,2,2,23,45,44,400,7,3,32.865939,-117.254198,-25.096000,-2455714.895110,-4767207.013445,3441466.323077,12.675558,13.352117,23.692467,-57.451397,-0.418314,-2.540313,-0.021192,0.007453,-0.480567,0.876670,133,32.865929,-117.254203,-29.771492,-2455713.822067,-4767203.949979,3441462.946230,3.570349
780101208031,785926257000,1422575162504342016,785926257000,504351000,25,2,2,23,45,44,505,25,2,2,23,45,44,400,7,3,32.865939,-117.254198,-25.096000,-2455714.895110,-4767207.013445,3441466.323077,12.675558,13.352117,23.692467,-57.450672,-0.416126,-2.540952,-0.021188,0.007472,-0.480561,0.876674,32901,32.865929,-117.254203,-29.797521,-2455713.816254,-4767203.932032,3441462.927081,3.572075
780125609383,785951257000,1422575162529342208,785951257000,529351000,25,2,2,23,45,44,530,25,2,2,23,45,44,400,7,3,32.865939,-117.254198,-25.096000,-2455714.895110,-4767207.013445,3441466.323077,12.675558,13.352117,23.692467,-57.449802,-0.411350,-2.545826,-0.021206,0.007529,-0.480553,0.876677,32901,32.865929,-117.254203,-29.823655,-2455713.810326,-4767203.913986,3441462.907954,3.573812
780150384642,785976257000,1422575162554342144,785976257000,554351000,25,2,2,23,45,44,555,25,2,2,23,45,44,400,7,3,32.865939,-117.254198,-25.096000,-2455714.895110,-4767207.013445,3441466.323077,12.675558,13.352117,23.692467,-57.448505,-0.402002,-2.553079,-0.021222,0.007631,-0.480541,0.876682,133,32.865929,-117.254203,-29.849827,-2455713.804420,-4767203.895922,3441462.888768,3.575563
780175802087,786001257000,1422575162579342080,786001257000,579351000,25,2,2,23,45,44,580,25,2,2,23,45,44,400,7,3,32.865939,-117.254198,-25.096000,-2455714.895110,-4767207.013445,3441466.323077,12.675558,13.352117,23.692467,-57.448921,-0.391867,-2.561546,-0.021244,0.007744,-0.480542,0.876680,133,32.865929,-117.254203,-29.876047,-2455713.798501,-4767203.877823,3441462.869551,3.577326
780200566124,786026257000,1422575162604342272,786026257000,604351000,25,2,2,23,45,44,605,25,2,2,23,45,44,400,7,3,32.865939,-117.254198,-25.096000,-2455714.895110,-4767207.013445,3441466.323077,12.675558,13.352117,23.692467,-57.451332,-0.381670,-2.570778,-0.021272,0.007861,-0.480558,0.876669,133,32.865929,-117.254203,-29.902400,-2455713.793513,-4767203.859190,3441462.850162,3.579099
780225598865,786051257000,1422575162629341952,786051257000,629351000,25,2,2,23,45,44,630,25,2,2,23,45,44,400,7,3,32.865939,-117.254198,-25.096000,-2455714.895110,-4767207.013445,3441466.323077,12.675558,13.352117,23.692467,-57.452400,-0.376832,-2.574941,-0.021283,0.007916,-0.480565,0.876665,32901,32.865929,-117.254203,-29.928680,-2455713.787709,-4767203.841031,3441462.830835,3.580886
780251105865,786076257000,1422575162654342144,786076257000,654351000,25,2,2,23,45,44,655,25,2,2,23,45,44,600,7,3,32.865940,-117.254198,-25.164000,-2455714.865110,-4767206.953445,3441466.313077,12.716793,13.359648,23.694382,-57.452400,-0.378050,-2.575105,-0.021290,0.007907,-0.480566,0.876665,32901,32.865929,-117.254203,-29.784030,-2455713.856668,-4767203.962723,3441462.881065,3.559683
780275526846,786101257000,1422575162679342336,786101257000,679351000,25,2,2,23,45,44,680,25,2,2,23,45,44,600,7,3,32.865940,-117.254198,-25.164000,-2455714.865110,-4767206.953445,3441466.313077,12.716793,13.359648,23.694382,-57.451996,-0.376352,-2.576598,-0.021294,0.007926,-0.480562,0.876666,133,32.865929,-117.254203,-29.809870,-2455713.851116,-4767203.945087,3441462.861651,3.561774
780300563439,786126257000,1422575162704342016,786126257000,704351000,25,2,2,23,45,44,705,25,2,2,23,45,44,600,7,3,32.865940,-117.254198,-25.164000,-2455714.865110,-4767206.953445,3441466.313077,12.716793,13.359648,23.694382,-57.452312,-0.372706,-2.579901,-0.021304,0.007968,-0.480564,0.876665,133,32.865929,-117.254203,-29.835891,-2455713.845509,-4767203.927262,3441462.842202,3.563529
780325673124,786151257000,1422575162729342208,786151257000,729351000,25,2,2,23,45,44,730,25,2,2,23,45,44,600,7,3,32.865940,-117.254198,-25.164000,-2455714.865110,-4767206.953445,3441466.313077,12.716793,13.359648,23.694382,-57.451702,-0.370690,-2.582199,-0.021313,0.007993,-0.480559,0.876667,32901,32.865929,-117.254203,-29.861958,-2455713.839888,-4767203.909424,3441462.822696,3.565296
780350968624,786176257000,1422575162754342144,786176257000,754351000,25,2,2,23,45,44,755,25,2,2,23,45,44,600,7,3,32.865940,-117.254198,-25.164000,-2455714.865110,-4767206.953445,3441466.313077,12.716793,13.359648,23.694382,-57.451366,-0.370845,-2.582380,-0.021315,0.007993,-0.480556,0.876669,32901,32.865929,-117.254203,-29.888064,-2455713.834283,-4767203.891524,3441462.803193,3.567076
780375378439,786201257000,1422575162779342080,786201257000,779351000,25,2,2,23,45,44,780,25,2,2,23,45,44,600,7,3,32.865940,-117.254198,-25.164000,-2455714.865110,-4767206.953445,3441466.313077,12.716793,13.359648,23.694382,-57.450569,-0.372148,-2.582148,-0.021319,0.007982,-0.480550,0.876672,133,32.865929,-117.254203,-29.914179,-2455713.828751,-4767203.873637,3441462.783602,3.568868
780400240013,786226256000,1422575162804340992,786226256000,804350000,25,2,2,23,45,44,805,25,2,2,23,45,44,600,7,3,32.865940,-117.254198,-25.164000,-2455714.865110,-4767206.953445,3441466.313077,12.716793,13.359648,23.694382,-57.450520,-0.369830,-2.583858,-0.021322,0.008007,-0.480549,0.876672,133,32.865928,-117.254203,-29.940346,-2455713.823094,-4767203.855758,3441462.763993,3.570673
780425964827,786251257000,1422575162829342208,786251257000,829351000,25,2,2,23,45,44,830,25,2,2,23,45,44,600,7,3,32.865940,-117.254198,-25.164000,-2455714.865110,-4767206.953445,3441466.313077,12.716793,13.359648,23.694382,-57.450127,-0.372788,-2.581725,-0.021319,0.007975,-0.480547,0.876674,32901,32.865928,-117.254203,-29.966706,-2455713.817390,-4767203.837701,3441462.744308,3.572490
780450619031,786276257000,1422575162854342144,786276257000,854351000,25,2,2,23,45,44,855,25,2,2,23,45,44,800,7,3,32.865940,-117.254198,-25.233000,-2455714.825110,-4767206.883445,3441466.303077,12.756618,13.367251,23.695984,-57.449810,-0.376091,-2.580284,-0.021321,0.007944,-0.480545,0.876675,32901,32.865928,-117.254203,-29.816863,-2455713.885821,-4767203.945802,3441462.823182,3.551138
780475548068,786301257000,1422575162879342080,786301257000,879351000,25,2,2,23,45,44,880,25,2,2,23,45,44,800,7,3,32.865940,-117.254198,-25.233000,-2455714.825110,-4767206.883445,3441466.303077,12.756618,13.367251,23.695984,-57.448719,-0.373407,-2.582532,-0.021327,0.007973,-0.480536,0.876679,133,32.865928,-117.254203,-29.842537,-2455713.880579,-4767203.928249,3441462.803740,3.553260
780500250605,786326257000,1422575162904342272,786326257000,904351000,25,2,2,23,45,44,905,25,2,2,23,45,44,800,7,3,32.865940,-117.254198,-25.233000,-2455714.825110,-4767206.883445,3441466.303077,12.756618,13.367251,23.695984,-57.447346,-0.368582,-2.585732,-0.021332,0.008023,-0.480525,0.876685,133,32.865928,-117.254203,-29.868447,-2455713.875265,-4767203.910532,3441462.784140,3.555041
780525908253,786351257000,1422575162929342208,786351257000,929351000,25,2,2,23,45,44,930,25,2,2,23,45,44,800,7,3,32.865940,-117.254198,-25.233000,-2455714.825110,-4767206.883445,3441466.303077,12.756618,13.367251,23.695984,-57.447132,-0.368235,-2.585847,-0.021331,0.008026,-0.480523,0.876686,32901,32.865928,-117.254203,-29.894469,-2455713.869856,-4767203.892716,3441462.764535,3.556835
780550811827,786376257000,1422575162954342144,786376257000,954351000,25,2,2,23,45,44,955,25,2,2,23,45,44,800,7,3,32.865940,-117.254198,-25.233000,-2455714.825110,-4767206.883445,3441466.303077,12.756618,13.367251,23.695984,-57.446732,-0.368453,-2.584632,-0.021323,0.008020,-0.480520,0.876688,32901,32.865928,-117.254203,-29.920494,-2455713.864516,-4767203.874925,3441462.744844,3.558641
780575510698,786401256000,1422575162979341312,786401256000,979350000,25,2,2,23,45,44,980,25,2,2,23,45,44,800,7,3,32.865940,-117.254198,-25.233000,-2455714.825110,-4767206.883445,3441466.303077,12.756618,13.367251,23.695984,-57.445759,-0.365601,-2.587177,-0.021330,0.008052,-0.480512,0.876692,133,32.865928,-117.254203,-29.946571,-2455713.859188,-4767203.857024,3441462.725198,3.560460
780600338920,786426257000,1422575163004342016,786426257000,4353000,25,2,2,23,45,45,5,25,2,2,23,45,44,800,7,3,32.865940,-117.254198,-25.233000,-2455714.825110,-4767206.883445,3441466.303077,12.756618,13.367251,23.695984,-57.445335,-0.365642,-2.587013,-0.021329,0.008051,-0.480509,0.876694,133,32.865928,-117.254204,-29.972855,-2455713.853712,-4767203.839039,3441462.705392,3.561924
780624917512,786451257000,1422575163029342208,786451257000,29353000,25,2,2,23,45,45,30,25,2,2,23,45,44,800,7,3,32.865940,-117.254198,-25.233000,-2455714.825110,-4767206.883445,3441466.303077,12.756618,13.367251,23.695984,-57.444649,-0.365302,-2.586782,-0.021326,0.008052,-0.480504,0.876697,32901,32.865928,-117.254204,-29.998918,-2455713.848388,-4767203.821223,3441462.685653,3.564135
780649887124,786476257000,1422575163054344192,786476257000,54353000,25,2,2,23,45,45,55,25,2,2,23,45,45,0,7,3,32.865940,-117.254198,-25.289000,-2455714.815110,-4767206.823445,3441466.293077,12.794168,13.374891,23.695393,-57.443542,-0.360793,-2.589074,-0.021325,0.008096,-0.480494,0.876701,32901,32.865928,-117.254204,-29.866135,-2455713.921674,-4767203.926466,3441462.733581,3.543504
780675210364,786501257000,1422575163079344128,786501257000,79353000,25,2,2,23,45,45,80,25,2,2,23,45,45,0,7,3,32.865940,-117.254198,-25.289000,-2455714.815110,-4767206.823445,3441466.293077,12.794168,13.374891,23.695393,-57.441833,-0.354763,-2.593941,-0.021337,0.008162,-0.480480,0.876708,32901,32.865928,-117.254204,-29.891815,-2455713.916733,-4767203.909016,3441462.713773,3.545667
780700538124,786526257000,1422575163104344064,786526257000,104353000,25,2,2,23,45,45,105,25,2,2,23,45,45,0,7,3,32.865940,-117.254198,-25.289000,-2455714.815110,-4767206.823445,3441466.293077,12.794168,13.374891,23.695393,-57.442162,-0.346462,-2.601322,-0.021359,0.008257,-0.480480,0.876707,133,32.865928,-117.254204,-29.917754,-2455713.911708,-4767203.891335,3441462.693864,3.547483
780725328272,786551257000,1422575163129344000,786551257000,129353000,25,2,2,23,45,45,130,25,2,2,23,45,45,0,7,3,32.865940,-117.254198,-25.289000,-2455714.815110,-4767206.823445,3441466.293077,12.794168,13.374891,23.695393,-57.441498,-0.341986,-2.603535,-0.021357,0.008300,-0.480474,0.876709,133,32.865928,-117.254204,-29.943663,-2455713.906654,-4767203.873727,3441462.673930,3.549312
780749900327,786576257000,1422575163154344192,786576257000,154353000,25,2,2,23,45,45,155,25,2,2,23,45,45,0,7,3,32.865940,-117.254198,-25.289000,-2455714.815110,-4767206.823445,3441466.293077,12.794168,13.374891,23.695393,-57.441021,-0.346064,-2.600271,-0.021349,0.008255,-0.480472,0.876712,32901,32.865927,-117.254204,-29.969755,-2455713.901627,-4767203.855920,3441462.653916,3.551153
780774866586,786601257000,1422575163179344128,786601257000,179353000,25,2,2,23,45,45,180,25,2,2,23,45,45,0,7,3,32.865940,-117.254198,-25.289000,-2455714.815110,-4767206.823445,3441466.293077,12.794168,13.374891,23.695393,-57.440182,-0.347570,-2.600236,-0.021355,0.008244,-0.480466,0.876715,32901,32.865927,-117.254204,-29.995830,-2455713.896530,-4767203.838166,3441462.633908,3.553007
780800842160,786626257000,1422575163204344064,786626257000,204353000,25,2,2,23,45,45,205,25,2,2,23,45,45,0,7,3,32.865940,-117.254198,-25.289000,-2455714.815110,-4767206.823445,3441466.293077,12.794168,13.374891,23.695393,-57.439682,-0.352761,-2.596431,-0.021348,0.008188,-0.480463,0.876717,133,32.865927,-117.254204,-30.021938,-2455713.891460,-4767203.820392,3441462.613847,3.554874
780825244383,786651257000,1422575163229344256,786651257000,229353000,25,2,2,23,45,45,230,25,2,2,23,45,45,0,7,3,32.865940,-117.254198,-25.289000,-2455714.815110,-4767206.823445,3441466.293077,12.794168,13.374891,23.695393,-57.439163,-0.358148,-2.592500,-0.021340,0.008130,-0.480460,0.876719,133,32.865927,-117.254204,-30.048165,-2455713.887470,-4767203.802021,3441462.593624,3.556751
780850636253,786676257000,1422575163254343936,786676257000,254353000,25,2,2,23,45,45,255,25,2,2,23,45,45,200,7,3,32.865941,-117.254198,-25.399000,-2455714.745110,-4767206.713445,3441466.283077,12.832281,13.382317,23.697124,-57.438534,-0.363739,-2.588445,-0.021333,0.008070,-0.480456,0.876722,49285,32.865927,-117.254204,-29.874913,-2455713.941434,-4767203.935489,3441462.690985,3.534601
780876569975,786701259000,1422575163279345920,786701259000,279355000,25,2,2,23,45,45,280,25,2,2,23,45,45,200,7,3,32.865941,-117.254198,-25.399000,-2455714.745110,-4767206.713445,3441466.283077,12.832281,13.382317,23.697124,-57.437031,-0.357449,-2.592690,-0.021339,0.008136,-0.480444,0.876728,49285,32.865927,-117.254204,-29.900399,-2455713.936665,-4767203.918209,3441462.671178,3.536780
780900293605,786726257000,1422575163304344064,786726257000,304353000,25,2,2,23,45,45,305,25,2,2,23,45,45,200,7,3,32.865941,-117.254198,-25.399000,-2455714.745110,-4767206.713445,3441466.283077,12.832281,13.382317,23.697124,-57.435543,-0.354890,-2.595190,-0.021348,0.008166,-0.480432,0.876734,30853,32.865927,-117.254204,-29.926109,-2455713.931746,-4767203.900764,3441462.651291,3.538610
